#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Edwardsiella phage KF-1	1244856	PRJNA179430	179430	dsDNA viruses, no RNA stage	Podoviridae	41.549	48.3	bacteria	1	48	48	2012/10/20	2013/04/25	Complete Genome
Sulfolobales Mexican rudivirus 1	1245909	PRJNA179431	179431	dsDNA viruses, no RNA stage	Rudiviridae	27.431	46.6	archaea	1	37	37	2012/10/26	2013/03/13	Complete Genome
Yam mild mosaic virus	87097	PRJNA179432	179432	ssRNA viruses	Potyviridae	9.538	40.3	plants	1	2	2	2012/11/07	2013/01/28	Complete Genome
Yersinia phage phiR1-RT	1206558	PRJEB130	171528	dsDNA viruses, no RNA stage	Myoviridae	168.809	34.5	bacteria	1	266	262	2012/07/29	2012/12/19	Complete Genome
Yersinia phage phi80-18	1206559	PRJEB135	171531	dsDNA viruses, no RNA stage	Podoviridae	42.081	47.6	bacteria	1	55	55	2012/07/29	2012/12/19	Complete Genome
Pseudomonas phage vB_PaeM_C2-10_Ab1	1231048	PRJEB435	178268	dsDNA viruses, no RNA stage	Myoviridae	92.777	49.3	bacteria	1	169	158	2012/10/24	2013/05/14	Complete Genome
Vibrio phage CP-T1	10689	PRJNA181062	181062	dsDNA viruses, no RNA stage	Myoviridae	44.492	45.4	bacteria	1	70	70	2012/03/03	2012/11/16	Complete Genome
Brucella phage Tb	1133292	PRJNA181063	181063	dsDNA viruses, no RNA stage	Podoviridae	41.148	48.2	bacteria	1	58	58	2012/01/25	2012/11/16	Complete Genome
Brucella phage Pr	1133293	PRJNA181064	181064	dsDNA viruses, no RNA stage	Podoviridae	38.253	48.2	bacteria	1	57	57	2012/01/25	2012/11/16	Complete Genome
Pseudomonas phage NH-4	1158680	PRJNA181065	181065	dsDNA viruses, no RNA stage	Myoviridae	66.116	55.5	bacteria	1	94	94	2012/03/13	2012/11/16	Complete Genome
Haemophilus phage SuMu	483266	PRJNA181066	181066	dsDNA viruses, no RNA stage	Myoviridae	37.151	41.9	bacteria	1	55	55	2011/05/30	2012/11/16	Complete Genome
Pseudomonas phage JG024	749447	PRJNA181067	181067	dsDNA viruses, no RNA stage	Myoviridae	66.275	55.6	bacteria	1	93	93	2010/11/17	2012/11/16	Complete Genome
Pseudomonas phage JG004	757342	PRJNA181068	181068	dsDNA viruses, no RNA stage	Myoviridae	93.017	49.3	bacteria	1	173	161	2011/04/23	2013/02/15	Complete Genome
Staphylococcus phage GH15	760530	PRJNA181069	181069	dsDNA viruses, no RNA stage	Myoviridae	139.806	30.2	bacteria	1	214	214	2012/08/08	2012/11/16	Complete Genome
Salmonella phage RE-2010	929814	PRJNA181070	181070	dsDNA viruses, no RNA stage	Myoviridae	34.117	51	bacteria	1	47	47	2010/11/29	2012/11/16	Complete Genome
Enterobacter phage EcP1	942016	PRJNA181071	181071	dsDNA viruses, no RNA stage	Podoviridae	59.08	36.9	bacteria	1	80	77	2011/01/10	2012/11/16	Complete Genome
Synechococcus phage ACG-2014c	1079998	PRJNA181072	181072	dsDNA viruses, no RNA stage	Myoviridae	176.043	39.1	bacteria	1	225	225	2012/03/12	2014/11/06	Complete Genome
Synechococcus phage metaG-MbCM1	1079999	PRJNA181073	181073	dsDNA viruses, no RNA stage	Myoviridae	172.879	39.8	bacteria	1	234	234	2012/03/12	2015/01/07	Complete Genome
Escherichia phage TL-2011b	1124654	PRJNA181074	181074	dsDNA viruses, no RNA stage	Podoviridae	44.784	47.1	bacteria	1	57	57	2011/12/20	2012/11/16	Complete Genome
Escherichia phage TL-2011c	1124655	PRJNA181075	181075	dsDNA viruses, no RNA stage	Podoviridae	60.523	50.3	bacteria	1	72	72	2011/12/20	2012/11/16	Complete Genome
Lactobacillus phage JCL1032	37105	PRJNA181076	181076	dsDNA viruses, no RNA stage	Siphoviridae	49.433	44.2	bacteria	1	77	77	2011/07/05	2012/11/16	Complete Genome
Lactobacillus phage c5	508419	PRJNA181077	181077	dsDNA viruses, no RNA stage	Siphoviridae	31.841	42	bacteria	1	50	50	2011/07/03	2013/02/15	Complete Genome
Caulobacter phage phiCb5	767473	PRJNA181078	181078	ssRNA viruses	Leviviridae	3.762	50.5	bacteria	1	4	4	2010/05/31	2012/11/16	Complete Genome
Pantoea phage LIMElight	881915	PRJNA181079	181079	dsDNA viruses, no RNA stage	Podoviridae	44.546	54	bacteria	1	55	55	2010/10/01	2012/11/16	Complete Genome
Escherichia phage PhaxI	926589	PRJNA181080	181080	dsDNA viruses, no RNA stage	Myoviridae	156.628	44.5	bacteria	1	213	209	2011/12/20	2013/08/16	Complete Genome
Riemerella phage RAP44	936152	PRJNA181081	181081	dsDNA viruses, no RNA stage	Siphoviridae	49.329	34.7	bacteria	1	80	80	2011/04/20	2012/11/16	Complete Genome
Bacillus phage SP-10	941058	PRJNA181082	181082	dsDNA viruses, no RNA stage	Myoviridae	143.986	40.5	bacteria	1	236	236	2011/07/20	2012/11/16	Complete Genome
Lactobacillus phage LF1	947980	PRJNA181083	181083	dsDNA viruses, no RNA stage	Siphoviridae	42.606	45	bacteria	1	57	57	2011/01/30	2012/11/16	Complete Genome
Lactobacillus phage Sha1	947981	PRJNA181084	181084	dsDNA viruses, no RNA stage	Siphoviridae	41.726	40.6	bacteria	1	58	58	2011/01/30	2012/11/16	Complete Genome
Clostridium phage phiCP13O	1042122	PRJNA181210	181210	dsDNA viruses, no RNA stage	Siphoviridae	38.329	30.4	bacteria	1	55	55	2011/06/29	2012/11/21	Complete Genome
Clostridium phage phiCP34O	1042123	PRJNA181211	181211	dsDNA viruses, no RNA stage	Siphoviridae	38.309	30.5	bacteria	1	52	52	2011/06/29	2012/11/21	Complete Genome
Enterobacteria phage Bp7	1052121	PRJNA181212	181212	dsDNA viruses, no RNA stage	Myoviridae	168.066	39.5	bacteria	1	264	263	2011/09/07	2012/11/21	Complete Genome
Bacillus phage phIS3501	1124578	PRJNA181213	181213	dsDNA viruses, no RNA stage	Siphoviridae	44.401	34.9	bacteria	1	53	51	2011/12/16	2012/11/21	Complete Genome
Aeromonas phage vB_AsaM-56	1127514	PRJNA181214	181214	dsDNA viruses, no RNA stage	Myoviridae	43.551	55.4	bacteria	1	83	83	2012/03/03	2012/11/21	Complete Genome
Bdellovibrio phage phi1422	1127515	PRJNA181215	181215	dsDNA viruses, no RNA stage	Myoviridae	45.354	44.3	bacteria	1	76	76	2012/03/03	2012/11/21	Complete Genome
Pectobacterium phage ZF40	1127516	PRJNA181216	181216	dsDNA viruses, no RNA stage	Myoviridae	48.454	50.2	bacteria	1	68	68	2012/03/03	2012/11/21	Complete Genome
Vibrio phage vB_VchM-138	1127518	PRJNA181217	181217	dsDNA viruses, no RNA stage	Myoviridae	44.485	45.6	bacteria	1	67	67	2012/03/03	2012/11/21	Complete Genome
Clostridium phage phi24R	1128071	PRJNA181218	181218	dsDNA viruses, no RNA stage	Podoviridae	18.919	27.8	bacteria	1	22	22	2011/12/25	2012/11/21	Complete Genome
Enterobacteria phage vB_EcoM-FV3	1131317	PRJNA181219	181219	dsDNA viruses, no RNA stage	Myoviridae	136.947	43.7	bacteria	1	223	218	2012/02/11	2012/11/28	Complete Genome
Bacillus phage BCD7	1136534	PRJNA181220	181220	dsDNA viruses, no RNA stage	Myoviridae	93.839	38	bacteria	1	140	140	2012/09/30	2012/11/21	Complete Genome
Aeromonas phage phiAS7	1141132	PRJNA181221	181221	dsDNA viruses, no RNA stage	Podoviridae	41.572	56.9	bacteria	1	51	51	2012/02/11	2012/11/21	Complete Genome
Escherichia phage phiKT	1141519	PRJNA181222	181222	dsDNA viruses, no RNA stage	Podoviridae	42.608	51.6	bacteria	1	31	31	2012/02/11	2012/11/21	Complete Genome
Enterobacteria phage vB_KleM-RaK2	1147094	PRJNA181223	181223	dsDNA viruses, no RNA stage	Myoviridae	345.809	31.7	bacteria	1	541	534	2012/02/18	2012/11/21	Complete Genome
Vibrio phage pVp-1	1150989	PRJNA181224	181224	dsDNA viruses, no RNA stage	Siphoviridae	111.506	39.7	bacteria	1	157	157	2012/02/29	2012/11/21	Complete Genome
Sphingomonas phage PAU	1150991	PRJNA181225	181225	dsDNA viruses, no RNA stage	Myoviridae	219.372	31.3	bacteria	1	302	295	2012/03/28	2012/12/31	Complete Genome
Agrobacterium phage 7-7-1	1161931	PRJNA181226	181226	dsDNA viruses, no RNA stage	Myoviridae	69.391	52.4	bacteria	1	127	127	2012/09/03	2012/12/31	Complete Genome
Cyprinid herpesvirus 1	317858	PRJNA181227	181227	dsDNA viruses, no RNA stage	Alloherpesviridae	291.144	51.3	vertebrates	1	143	143	2012/11/15	2013/03/08	Complete Genome
Cyprinid herpesvirus 2	317878	PRJNA181228	181228	dsDNA viruses, no RNA stage	Alloherpesviridae	290.304	51.7	vertebrates	1	154	154	2012/11/15	2013/03/08	Complete Genome
Erwinia phage vB_EamP-L1	1051673	PRJNA181229	181229	dsDNA viruses, no RNA stage	Podoviridae	39.282	51.9	bacteria	1	51	51	2011/07/11	2012/11/21	Complete Genome
Erwinia phage vB_EamP-S6	1051675	PRJNA181230	181230	dsDNA viruses, no RNA stage	Podoviridae	74.669	52.1	bacteria	1	115	115	2011/07/11	2012/11/21	Complete Genome
Erwinia phage vB_EamM-Y2	1051676	PRJNA181231	181231	dsDNA viruses, no RNA stage	Myoviridae	56.621	44.2	bacteria	1	92	92	2011/07/11	2012/11/21	Complete Genome
Escherichia phage wV7	1054480	PRJNA181232	181232	dsDNA viruses, no RNA stage	Myoviridae	166.452	35.4	bacteria	1	284	273	2011/08/14	2012/11/21	Complete Genome
Enterobacteria phage ime09	1054834	PRJNA181233	181233	dsDNA viruses, no RNA stage	Myoviridae	166.499	35.7	bacteria	1	277	268	2011/07/18	2012/11/21	Complete Genome
Cronobacter phage ESP2949-1	1073767	PRJNA181234	181234	dsDNA viruses, no RNA stage	Siphoviridae	49.116	50.1	bacteria	1	45	45	2011/08/16	2012/11/21	Complete Genome
Enterobacteria phage IME10	1090133	PRJNA181235	181235	dsDNA viruses, no RNA stage	Podoviridae	39.646	47.5	bacteria	1	27	27	2011/11/01	2012/11/21	Complete Genome
Salmonella phage PhiSH19	1108865	PRJNA181236	181236	dsDNA viruses, no RNA stage	Myoviridae	157.785	44.7	bacteria	1	166	166	2011/11/08	2012/11/21	Complete Genome
Cyanophage S-TIM5	1137745	PRJNA181237	181237	dsDNA viruses, no RNA stage	Myoviridae	161.44	40.5	bacteria	1	190	180	2012/02/11	2012/11/21	Complete Genome
Enterobacter phage Enc34	1150990	PRJNA181238	181238	dsDNA viruses, no RNA stage	Siphoviridae	60.364	51.1	bacteria	1	80	80	2012/02/29	2012/11/21	Complete Genome
Helicobacter phage 1961P	1154995	PRJNA181239	181239	dsDNA viruses, no RNA stage	Podoviridae	26.836	35.5	bacteria	1	33	33	2012/08/01	2012/11/21	Complete Genome
Staphylococcus phage SMSAP5	1168612	PRJNA181240	181240	dsDNA viruses, no RNA stage	Siphoviridae	45.552	33.4	bacteria	1	42	42	2012/05/02	2016/01/21	Complete Genome
Campylobacter phage CP21	1190451	PRJNA181241	181241	dsDNA viruses, no RNA stage	Myoviridae	182.833	27.2	bacteria	1	259	257	2012/08/03	2012/11/21	Complete Genome
Staphylococcus phage SA11	1204543	PRJNA181242	181242	dsDNA viruses, no RNA stage	unclassified	136.326	30	bacteria	1	186	186	2012/08/01	2015/10/20	Complete Genome
Dragonfly-associated mastrevirus	1249648	PRJNA181243	181243	ssDNA viruses	Geminiviridae	2.65	48.2	plants	1	4	4	2012/11/11	2013/03/08	Complete Genome
Dragonfly-associated alphasatellite	1249649	PRJNA181244	181244	Satellites	unclassified	1.479	49.6	plants	1	1	1	2012/11/11	2013/03/08	Complete Genome
Grapevine endophyte endornavirus	1249676	PRJNA181245	181245	dsRNA viruses	Endornaviridae	12.154	44.6	plants	1	1	1	2012/11/11	2012/11/21	Complete Genome
Sunflower leaf curl Karnataka alphasatellite	1250303	PRJNA181246	181246	Satellites	unclassified	1.35	41.9	plants	1	1	1	2012/11/14	2012/11/21	Complete Genome
Porcine astrovirus 3	1254425	PRJNA181247	181247	ssRNA viruses	Astroviridae	6.46	46.9	vertebrates	1	3	3	2012/11/14	2013/03/04	Complete Genome
Tomato yellow leaf curl China betasatellite	1255765	PRJNA181248	181248	Satellites	unclassified	1.335	36.9	plants	1	1	1	2012/11/16	2012/11/21	Complete Genome
Pseudoplusia includens densovirus	185637	PRJNA181249	181249	ssDNA viruses	Parvoviridae	5.99	37.9	invertebrates	1	7	7	2012/11/11	2012/11/21	Complete Genome
Avian paramyxovirus 4	28274	PRJNA181250	181250	ssRNA viruses	Paramyxoviridae	15.048	46.3	vertebrates, human	1	6	6	2012/11/15	2013/03/12	Complete Genome
Clostridium phage phiCP26F	673376	PRJNA181251	181251	dsDNA viruses, no RNA stage	Siphoviridae	39.188	30.3	bacteria	1	49	49	2010/02/01	2012/11/21	Complete Genome
Salmonella phage SPN3UB	1147140	PRJNA181984	181984	dsDNA viruses, no RNA stage	Siphoviridae	47.355	49.6	bacteria	1	71	71	2012/02/29	2012/11/21	Complete Genome
Ralstonia phage RSS0	1150992	PRJNA181985	181985	ssDNA viruses	Inoviridae	7.288	62.1	bacteria	1	12	12	2012/03/05	2012/11/21	Complete Genome
Aeromonas phage Aes508	1198013	PRJNA181986	181986	dsDNA viruses, no RNA stage	Myoviridae	160.646	41.2	bacteria	1	244	230	2012/09/05	2012/11/21	Complete Genome
Aeromonas phage CC2	1204516	PRJNA181987	181987	dsDNA viruses, no RNA stage	Myoviridae	231.743	38.8	bacteria	1	427	427	2012/07/14	2012/11/21	Complete Genome
Pectobacterium phage PP1	1217810	PRJNA181988	181988	dsDNA viruses, no RNA stage	Podoviridae	44.4	49.7	bacteria	1	48	48	2012/08/08	2012/11/21	Complete Genome
Acinetobacter phage Bphi-B1251	1221835	PRJNA181989	181989	dsDNA viruses, no RNA stage	Podoviridae	45.364	39.1	bacteria	1	62	62	2012/08/26	2015/03/04	Complete Genome
Liberibacter phage SC1	941969	PRJNA181990	181990	dsDNA viruses, no RNA stage	Podoviridae	40.048	41.2	bacteria	1	40	40	2011/01/12	2012/11/21	Complete Genome
Liberibacter phage SC2	941970	PRJNA181991	181991	dsDNA viruses, no RNA stage	Podoviridae	38.997	39.4	bacteria	1	47	47	2011/01/12	2012/11/21	Complete Genome
Salinivibrio phage CW02	1161935	PRJNA181992	181992	dsDNA viruses, no RNA stage	Podoviridae	49.39	47.7	bacteria	1	71	70	2012/03/27	2012/11/21	Complete Genome
Salmonella phage Ent1	1163482	PRJNA181993	181993	dsDNA viruses, no RNA stage	Siphoviridae	42.391	49.8	bacteria	1	58	58	2012/05/10	2015/08/04	Complete Genome
Ageratum enation alphasatellite	1260769	PRJNA181994	181994	Satellites	unclassified	1.378	41	plants	1	1	1	2012/11/12	2012/11/21	Complete Genome
Deep-sea thermophilic phage D6E	749413	PRJNA181996	181996	dsDNA viruses, no RNA stage	unclassified	49.335	46	bacteria	1	49	49	2010/12/04	2012/11/21	Complete Genome
Murid herpesvirus 8	1261657	PRJNA182227	182227	dsDNA viruses, no RNA stage	Herpesviridae	202.946	46.5	vertebrates	1	136	137	2012/11/26	2016/03/28	Complete Genome
Pseudomonas phage vB_PaeP_p2-10_Or1	1234701	PRJEB546	182299	dsDNA viruses, no RNA stage	Podoviridae	44.03	52	bacteria	1	58	58	2012/11/22	2015/02/12	Complete Genome
Bean chlorosis virus	1227354	PRJNA182753	182753	ssDNA viruses	Geminiviridae	5.279	46.1026	plants	2	7	7	2012/11/30	2015/10/20	Complete Genome
Escherichia phage HK578	1147142	PRJNA183138	183138	dsDNA viruses, no RNA stage	Siphoviridae	43.741	54.5	bacteria	1	60	60	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK140	1147143	PRJNA183139	183139	dsDNA viruses, no RNA stage	Siphoviridae	40.71	49.9	bacteria	1	71	71	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK225	1147144	PRJNA183140	183140	dsDNA viruses, no RNA stage	Siphoviridae	45.366	52	bacteria	1	69	69	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK446	1147145	PRJNA183141	183141	dsDNA viruses, no RNA stage	Siphoviridae	39.026	50.1	bacteria	1	60	60	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK630	1147146	PRJNA183142	183142	dsDNA viruses, no RNA stage	Siphoviridae	47.09	50.1	bacteria	1	69	69	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK633	1147147	PRJNA183143	183143	dsDNA viruses, no RNA stage	Siphoviridae	41.528	49.7	bacteria	1	67	67	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK629	1147148	PRJNA183144	183144	dsDNA viruses, no RNA stage	Siphoviridae	47.288	49.6	bacteria	1	69	69	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage mEp043 c-1	1147149	PRJNA183145	183145	dsDNA viruses, no RNA stage	Siphoviridae	42.78	50.8	bacteria	1	72	69	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage mEp235	1147150	PRJNA183146	183146	dsDNA viruses, no RNA stage	Siphoviridae	37.595	50	bacteria	1	61	61	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage mEp237	1147151	PRJNA183147	183147	dsDNA viruses, no RNA stage	Siphoviridae	44.375	51.4	bacteria	1	63	63	2012/12/01	2012/12/31	Complete Genome
Enterobacteria phage mEp460	1147152	PRJNA183148	183148	dsDNA viruses, no RNA stage	Siphoviridae	44.51	50.9	bacteria	1	59	59	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage mEpX1	1147153	PRJNA183149	183149	dsDNA viruses, no RNA stage	Siphoviridae	41.567	49.3	bacteria	1	66	66	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage mEpX2	1147154	PRJNA183150	183150	dsDNA viruses, no RNA stage	Siphoviridae	38.759	50.1	bacteria	1	67	67	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage vB_EcoS_Rogue1	1147155	PRJNA183151	183151	dsDNA viruses, no RNA stage	Siphoviridae	45.805	44.2	bacteria	1	75	74	2012/12/01	2012/12/07	Complete Genome
Enterobacterial phage mEp213	1147156	PRJNA183152	183152	dsDNA viruses, no RNA stage	Siphoviridae	44.12	51	bacteria	1	74	74	2012/12/01	2012/12/07	Complete Genome
Enterobacterial phage mEp234	1147157	PRJNA183153	183153	dsDNA viruses, no RNA stage	Siphoviridae	39.578	49.6	bacteria	1	61	61	2012/12/01	2012/12/07	Complete Genome
Enterobacterial phage mEp390	1147158	PRJNA183154	183154	dsDNA viruses, no RNA stage	Siphoviridae	40.029	51.7	bacteria	1	59	59	2012/12/01	2012/12/07	Complete Genome
Escherichia phage ADB-2	1216926	PRJNA183155	183155	dsDNA viruses, no RNA stage	Siphoviridae	50.552	45.6	bacteria	1	78	78	2012/10/30	2013/04/19	Complete Genome
Vibrio phage vB_VpaM_MAR	1229754	PRJNA183156	183156	dsDNA viruses, no RNA stage	Myoviridae	41.351	51.3	bacteria	1	62	62	2012/11/10	2012/12/07	Complete Genome
Vibrio phage vB_VpaS_MAR10	1229755	PRJNA183157	183157	dsDNA viruses, no RNA stage	Siphoviridae	78.751	49.7	bacteria	1	107	107	2012/11/21	2012/12/07	Complete Genome
Enterobacteria phage HK106	432198	PRJNA183158	183158	dsDNA viruses, no RNA stage	Siphoviridae	41.468	49.3	bacteria	1	65	65	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK542	432200	PRJNA183159	183159	dsDNA viruses, no RNA stage	Siphoviridae	38.964	50.9	bacteria	1	56	57	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage HK544	432201	PRJNA183160	183160	dsDNA viruses, no RNA stage	Siphoviridae	40.155	49.8	bacteria	1	63	63	2012/12/01	2012/12/07	Complete Genome
Enterobacteria phage M	1235640	PRJNA183161	183161	ssRNA viruses	Leviviridae	3.405	48	bacteria	1	4	4	2012/11/29	2012/12/07	Complete Genome
Staphylococcus phage JD007	1239383	PRJNA183162	183162	dsDNA viruses, no RNA stage	Myoviridae	141.836	30.4	bacteria	1	217	217	2012/11/21	2012/12/07	Complete Genome
Mink calicivirus	154122	PRJNA183163	183163	ssRNA viruses	Caliciviridae	8.427	45.5	vertebrates	1	3	3	2012/12/04	2012/12/07	Complete Genome
Ateles paniscus polyomavirus 1	1236391	PRJNA183902	183902	dsDNA viruses, no RNA stage	Polyomaviridae	5.273	44.4	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Cebus albifrons polyomavirus 1	1236392	PRJNA183903	183903	dsDNA viruses, no RNA stage	Polyomaviridae	5.013	37.9	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Macaca fascicularis polyomavirus 1	1236398	PRJNA183904	183904	dsDNA viruses, no RNA stage	Polyomaviridae	5.087	38.5	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Pan troglodytes schweinfurthii polyomavirus 2	1236399	PRJNA183905	183905	dsDNA viruses, no RNA stage	Polyomaviridae	4.97	39.1	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Pan troglodytes verus polyomavirus 3	1236401	PRJNA183906	183906	dsDNA viruses, no RNA stage	Polyomaviridae	5.333	40.3	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Pan troglodytes verus polyomavirus 4	1236402	PRJNA183907	183907	dsDNA viruses, no RNA stage	Polyomaviridae	5.349	38.5	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Pan troglodytes verus polyomavirus 5	1236403	PRJNA183908	183908	dsDNA viruses, no RNA stage	Polyomaviridae	4.994	39.2	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Piliocolobus rufomitratus polyomavirus 1	1236407	PRJNA183909	183909	dsDNA viruses, no RNA stage	Polyomaviridae	5.14	39.7	vertebrates	1	4	4	2012/11/09	2014/11/06	Complete Genome
Canine papillomavirus 14	1236767	PRJNA183910	183910	dsDNA viruses, no RNA stage	Papillomaviridae	7.826	53.3	vertebrates	1	7	7	2012/11/08	2013/01/23	Complete Genome
Clostridium phage phi8074-B1	1147137	PRJNA184148	184148	dsDNA viruses, no RNA stage	Siphoviridae	47.595	35.4	bacteria	1	82	82	2012/04/26	2012/12/19	Complete Genome
Burkholderia phage BcepMigl	1195073	PRJNA184149	184149	dsDNA viruses, no RNA stage	Podoviridae	62.952	65.5	bacteria	1	76	75	2012/07/14	2012/12/19	Complete Genome
Lactobacillus phage ATCC8014	1225794	PRJNA184150	184150	dsDNA viruses, no RNA stage	Siphoviridae	38.002	47.6	bacteria	1	60	60	2012/10/10	2012/12/19	Complete Genome
Pseudomonas phage AF	1235689	PRJNA184151	184151	dsDNA viruses, no RNA stage	Podoviridae	42.689	58.4	bacteria	1	65	65	2012/11/05	2012/12/19	Complete Genome
Bacillus phage BMBtp2	1236573	PRJNA184152	184152	dsDNA viruses, no RNA stage	Siphoviridae	36.932	37.8	bacteria	1	53	53	2012/10/22	2013/03/13	Complete Genome
Pseudomonas phage PaP1	685892	PRJNA184153	184153	dsDNA viruses, no RNA stage	Myoviridae	91.715	49.4	bacteria	1	179	167	2011/07/18	2015/11/12	Complete Genome
Erwinia phage phiEa100	925983	PRJNA184154	184154	dsDNA viruses, no RNA stage	Podoviridae	45.554	49.7	bacteria	1	51	51	2010/11/10	2012/12/19	Complete Genome
