#Species/genus	Genomes	Organism name	Chromosome RefSeq	Chromosome GenBank	Plasmid RefSeq	Plasmid GenBank	CODE	Comment	PubmedIDs	External link
Leuconostoc kimchii	1	Leuconostoc kimchii IMSNU 11154	NC_014136	CP001758	NC_014131 ... (5)	CP001753 ... (5)	COM		20494991	
Leuconostoc mesenteroides	6	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	NC_008531	CP000414	NC_008496	CP000415	COM		17030793	
Leuconostoc pseudomesenteroides	2	Leuconostoc pseudomesenteroides KCTC 3652	NZ_AEOQ00000000	AEOQ00000000			Default			
Leuconostoc	2	Leuconostoc sp. C2	NC_015734	CP002898			COM		21914872	
Leucothrix mucor	1	Leucothrix mucor DSM 2157	NZ_ATTE00000000	ATTE00000000			Default			
Lewinella cohaerens	1	Lewinella cohaerens DSM 23179	NZ_ARBR00000000	ARBR00000000			Default			
Lewinella persica	1	Lewinella persica DSM 23188	NZ_ARDG00000000	ARDG00000000			Default			
Liberibacter crescens	1	Liberibacter crescens BT-1	NC_019907	CP003789			Default		23408754	
Limnobacter	1	Limnobacter sp. MED105	NZ_ABCT00000000	ABCT00000000			Default			
Limnohabitans	2	Limnohabitans sp. Rim28	NZ_ALKN00000000	ALKN00000000			Default			
Listeria fleischmannii	2	Listeria fleischmannii LU2006-1	NZ_ALWW00000000	ALWW00000000			Default			
Listeria fleischmannii subsp. coloradonensis	1	Listeria fleischmannii subsp. coloradonensis	NZ_AGUG00000000	AGUG00000000			Default			
Listeria grayi	2	Listeria grayi DSM 20601			NC_014496	FR667693	Default			
Listeria grayi	2	Listeria grayi DSM 20601	NZ_ACCR00000000	ACCR00000000			Default			
Listeria innocua	4	Listeria innocua Clip11262	NC_003212	AL592022	NC_003383	AL592102	COM		11679669	
Listeria ivanovii	3	Listeria ivanovii	NC_016011	FR687253			COM		22072644	
Listeria marthii	1	Listeria marthii FSL S4-120	NZ_CM001047	CM001047			Default		21126366	
Listeria monocytogenes	80	Listeria monocytogenes EGD-e	NC_003210	AL591824			FGS/MOD/UPR	This strain has a reference proteome in UniProtKB database.	11679669	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:12
Listeria seeligeri	3	Listeria seeligeri serovar 1/2b str. SLCC3954	NC_013891	FN557490			COM		20061480	
Listeria welshimeri	1	Listeria welshimeri serovar 6b str. SLCC5334	NC_008555	AM263198			COM		16936040	
Loktanella cinnabarina	1	Loktanella cinnabarina LL-001	NZ_BATB00000000	BATB00000000			Default			
Loktanella hongkongensis	1	Loktanella hongkongensis DSM 17492	NZ_AQOX00000000	AQOX00000000			Default			
Loktanella vestfoldensis	2	Loktanella vestfoldensis SKA53	NZ_AAMS00000000	AAMS00000000			Default			
Longispora albida	1	Longispora albida DSM 44784	NZ_ARBS00000000	ARBS00000000			Default			
Luminiphilus syltensis	1	Luminiphilus syltensis NOR5-1B	NZ_ACCY00000000	ACCY00000000			Default			
Lutibaculum baratangense	1	Lutibaculum baratangense AMV1	NZ_AWXZ00000000	AWXZ00000000			Default			
Lyngbya aestuarii	1	Lyngbya aestuarii BL J	NZ_AUZM00000000	AUZM00000000			Default			
Lyngbya	1	Lyngbya sp. PCC 8106	NZ_AAVU00000000	AAVU00000000			Default			
Lysinibacillus boronitolerans	1	Lysinibacillus boronitolerans F1182	NZ_AJXM00000000	AJXM00000000			Default			
Lysinibacillus fusiformis	2	Lysinibacillus fusiformis ZC1	NZ_ADJR00000000	ADJR00000000			Default			
Lysinibacillus sphaericus	3	Lysinibacillus sphaericus C3-41	NC_010382	CP000817	NC_010381	CP000818	COM		18296527	
Lysobacter antibioticus	1	Lysobacter antibioticus HS124		CAQP00000000			Default			
Macrococcus caseolyticus	1	Macrococcus caseolyticus JCSC5402	NC_011999	AP009484	NC_011995 ... (8)	AP009485 ... (8)	COM		19074389	
Magnetococcus	1	Magnetococcus marinus MC-1	NC_008576	CP000471			COM		22581902	
Magnetospirillum gryphiswaldense	2	Magnetospirillum gryphiswaldense MSR-1			NC_009353	CU459004	Default			
Magnetospirillum magneticum	1	Magnetospirillum magneticum AMB-1	NC_007626	AP007255			COM/PRT		16303747	
Magnetospirillum magnetotacticum	1	Magnetospirillum magnetotacticum MS-1					Default			
Magnetospirillum sp.	1	Magnetospirillum sp. SO-1	NZ_AONQ00000000	AONQ00000000			Default			
Mahella australiensis	1	Mahella australiensis 50-1 BON	NC_015520	CP002360			COM		21886860	
Mannheimia haemolytica	17	Mannheimia haemolytica USDA-ARS-USMARC-185	NC_020834	CP004753			Default		23682137	
Mannheimia succiniciproducens	1	Mannheimia succiniciproducens MBEL55E	NC_006300	AE016827			COM		15378067	
	0	Mannheimia varigena					Default			
Maribacter	1	Maribacter sp. HTCC2170	NC_014472	CP002157			COM		21037013	
Maricaulis maris	1	Maricaulis maris MCS10	NC_008347	CP000449			COM			
Maricaulis sp.	1	Maricaulis sp. JL2009	NZ_ASJA00000000	ASJA00000000			Default			
	0	Marichromatium purpuratum 984					Default			
marine actinobacterium PHSC20C1	1	marine actinobacterium PHSC20C1	NZ_AAOB00000000	AAOB00000000			Default			
marine gamma proteobacterium HTCC2080	1	marine gamma proteobacterium HTCC2080	NZ_AAVV00000000	AAVV00000000			Default			
marine gamma proteobacterium HTCC2143	1	marine gamma proteobacterium HTCC2143	NZ_AAVT00000000	AAVT00000000			Default			
marine gamma proteobacterium HTCC2148	1	marine gamma proteobacterium HTCC2148	NZ_ABXQ00000000	ABXQ00000000			Default			
Marine Group I thaumarchaeote SCGC AB-629-A13	1	Marine Group I thaumarchaeote SCGC AB-629-A13					Default			
Marine Group I thaumarchaeote SCGC AB-629-I23	1	Marine Group I thaumarchaeote SCGC AB-629-I23	NZ_ARWQ00000000	ARWQ00000000			Default			
Marine group II euryarchaeote SCGC AAA288-C18	1	Marine group II euryarchaeote SCGC AAA288-C18					Default			
Marine Group II euryarchaeote SCGC AB-629-J06	1	Marine Group II euryarchaeote SCGC AB-629-J06	NZ_AQVM00000000	AQVM00000000			Default			
Marine Group III euryarchaeote SCGC AAA007-O11	1	Marine Group III euryarchaeote SCGC AAA007-O11					Default			
Marine Group III euryarchaeote SCGC AAA288-E19	1	Marine Group III euryarchaeote SCGC AAA288-E19					Default			
Marinilabilia salmonicolor	1	Marinilabilia salmonicolor JCM 21150	NZ_AJKI00000000	AJKI00000000			Default			
	0	Marinilabilia sp. AK2					Default			
Marinimicrobia bacterium JGI 0000039-D08	1	Marinimicrobia bacterium JGI 0000039-D08	NZ_ASZK00000000	ASZK00000000			Default			
Marinimicrobia bacterium JGI 0000039-E15	1	Marinimicrobia bacterium JGI 0000039-E15					Default			
	0	Marinimicrobia bacterium JGI 0000039-O11					Default			
	0	Marinimicrobia bacterium JGI 0000059-D20					Default			
	0	Marinimicrobia bacterium JGI 0000059-E23					Default			
Marinimicrobia bacterium JGI 0000059-L03	1	Marinimicrobia bacterium JGI 0000059-L03	NZ_AQPI00000000	AQPI00000000			Default			
Marinimicrobia bacterium JGI 0000077-B04	1	Marinimicrobia bacterium JGI 0000077-B04					Default			
Marinimicrobia bacterium SCGC AAA011-A05	1	Marinimicrobia bacterium SCGC AAA011-A05					Default			
Marinimicrobia bacterium SCGC AAA076-M08	1	Marinimicrobia bacterium SCGC AAA076-M08	NZ_AQSH00000000	AQSH00000000			Default			
	0	Marinimicrobia bacterium SCGC AAA160-B08					Default			
Marinimicrobia bacterium SCGC AAA160-C11	1	Marinimicrobia bacterium SCGC AAA160-C11	NZ_AQSB00000000	AQSB00000000			Default			
Marinimicrobia bacterium SCGC AAA160-I06	1	Marinimicrobia bacterium SCGC AAA160-I06	NZ_AQSA00000000	AQSA00000000			Default			
	0	Marinimicrobia bacterium SCGC AAA257-N23					Default			
Marinimicrobia bacterium SCGC AAA298-D23	1	Marinimicrobia bacterium SCGC AAA298-D23	NZ_AQSI00000000	AQSI00000000			Default			
Marinimicrobia bacterium SCGC AB-629-J13	1	Marinimicrobia bacterium SCGC AB-629-J13	NZ_AQVY00000000	AQVY00000000			Default			
Mariniradius saccharolyticus	1	Mariniradius saccharolyticus AK6	NZ_AMZY00000000	AMZY00000000			Default			
Marinithermus hydrothermalis	1	Marinithermus hydrothermalis DSM 14884	NC_015387	CP002630			COM		22675595	
Marinitoga piezophila	1	Marinitoga piezophila KA3	NC_016751	CP003257	NC_016748	CP003258	Default		23045491	
Marinobacter adhaerens	1	Marinobacter adhaerens HP15	NC_017506	CP001978	NC_017507 ... (2)	CP001979 ... (2)	COM		21304739	
Marinobacter algicola	1	Marinobacter algicola DG893	NZ_ABCP00000000	ABCP00000000			Default			
Marinobacter hydrocarbonoclasticus	2	Marinobacter aquaeolei VT8	NC_008740	CP000514	NC_008738 ... (2)	CP000515 ... (2)	COM			
Marinobacter lipolyticus	2	Marinobacter lipolyticus BF04_CF-4	NZ_ARCR00000000	ARCR00000000			Default			
Marinobacter manganoxydans	1	Marinobacter manganoxydans MnI7-9	NZ_AGTR00000000	AGTR00000000			Default			
Marinobacter nanhaiticus	1	Marinobacter nanhaiticus D15-8W	NZ_APLQ00000000	APLQ00000000			Default			
Marinobacter santoriniensis	1	Marinobacter santoriniensis NKSG1	NZ_APAT00000000	APAT00000000			Default			
Marinobacter	2	Marinobacter sp. BSs20148	NC_018268	CP003735			Default		23682144	
Marinobacterium rhizophilum	1	Marinobacterium rhizophilum DSM 18822	NZ_ARJM00000000	ARJM00000000			Default			
Marinobacterium stanieri	1	Marinobacterium stanieri S30	NZ_AFPL00000000	AFPL00000000			Default			
	0	Marinococcus halophilus					Default			
Marinococcus halotolerans	1	Marinococcus halotolerans DSM 16375	NZ_ATVM00000000	ATVM00000000			Default			
Marinomonas mediterranea	1	Marinomonas mediterranea MMB-1	NC_015276	CP002583			COM		22675599	
Marinomonas posidonica	1	Marinomonas posidonica IVIA-Po-181	NC_015559	CP002771			COM		23458837	
Marinomonas	3	Marinomonas sp. MWYL1	NC_009654	CP000749			COM			
Mariprofundus ferrooxydans	2	Mariprofundus ferrooxydans PV-1	NZ_AATS00000000	AATS00000000			Default			
Maritimibacter alkaliphilus	1	Maritimibacter alkaliphilus HTCC2654	NZ_AAMT00000000	AAMT00000000			Default			
Marivirga tractuosa	1	Marivirga tractuosa DSM 4126	NC_014759	CP002349	NC_014750	CP002350	COM		21677852	
Martelella mediterranea	1	Martelella mediterranea DSM 17316	NZ_AQWH00000000	AQWH00000000			Default			
Marvinbryantia formatexigens	1	Marvinbryantia formatexigens DSM 14469	NZ_ACCL00000000	ACCL00000000			Default			
Massilia niastensis	1	Massilia niastensis DSM 21313	NZ_ARNP00000000	ARNP00000000			Default			
Massilia timonae	1	Massilia timonae CCUG 45783	NZ_AGZI00000000	AGZI00000000			Default			
Mastigocladopsis repens	1	Mastigocladopsis repens PCC 10914	NZ_ALVW00000000	ALVW00000000			Default			
Megamonas funiformis	1	Megamonas funiformis YIT 11815	NZ_ADMB00000000	ADMB00000000			Default			
Megamonas hypermegale	2	Megamonas hypermegale	NC_021041	FP929048			Default			
Megamonas rupellensis	1	Megamonas rupellensis DSM 19944	NZ_ARKD00000000	ARKD00000000			Default			
Meganema perideroedes	1	Meganema perideroedes DSM 15528	NZ_ARFG00000000	ARFG00000000			Default			
Megasphaera elsdenii	1	Megasphaera elsdenii	NC_015873	HE576794			COM		21914887	
Megasphaera genomosp. type_1	1	Megasphaera genomosp. type_1 str. 28L	NZ_ADGP00000000	ADGP00000000			Default			
Megasphaera micronuciformis	1	Megasphaera micronuciformis F0359	NZ_AECS00000000	AECS00000000			Default			
Megasphaera	6	Megasphaera sp. UPII 199-6	NZ_AFIJ00000000	AFIJ00000000			Default			
Meiothermus ruber	3	Meiothermus ruber DSM 1279	NC_013946	CP001743			COM		21304689	
Meiothermus silvanus	1	Meiothermus silvanus DSM 9946	NC_014212	CP002042	NC_014213 ... (2)	CP002043 ... (2)	COM		21304690	
Meiothermus timidus	1	Meiothermus timidus DSM 17022	NZ_ARDL00000000	ARDL00000000			Default			
Melioribacter roseus	1	Melioribacter roseus P3M-2	NC_018178	CP003557			Default		23297868,23301019	
Melissococcus plutonius	2	Melissococcus plutonius	NC_016938	AP012282	NC_018265	AP012283	Default		22582373	
Melissococcus plutonius	2	Melissococcus plutonius ATCC 35311	NC_015516	AP012200	NC_015517	AP012201	COM		21622755	
Mesoflavibacter zeaxanthinifaciens	2	Mesoflavibacter zeaxanthinifaciens S86	NZ_AFOE00000000	AFOE00000000			Default			
Mesoplasma florum	2	Mesoplasma florum L1	NC_006055	AE017263			UPR	This strain has a reference proteome in UniProtKB database.		http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:13
Mesorhizobium alhagi	1	Mesorhizobium alhagi CCNWXJ12-2	NZ_AHAM00000000	AHAM00000000			Default			
Mesorhizobium amorphae	1	Mesorhizobium amorphae CCNWGS0123	NZ_AGSN00000000	AGSN00000000			Default			
Mesorhizobium australicum	1	Mesorhizobium australicum WSM2073	NC_019973	CP003358			Default			
Mesorhizobium ciceri	3	Mesorhizobium ciceri biovar biserrulae WSM1271	NC_014923	CP002447	NC_014918	CP002448	COM			
Mesorhizobium loti	55	Mesorhizobium loti MAFF303099	NC_002678	BA000012	NC_002679 ... (2)	AP003017 ... (2)	COM		11214968	
Mesorhizobium metallidurans	1	Mesorhizobium metallidurans STM 2683	NZ_CAUM00000000	CAUM00000000			Default			
Mesorhizobium opportunistum	1	Mesorhizobium opportunistum WSM2075	NC_015675	CP002279			COM			
Mesorhizobium	10	Mesorhizobium sp. WSM4349	NZ_ARDH00000000	ARDH00000000			Default			
Mesotoga sp.	1	Mesotoga infera	NZ_CARH00000000	CARH00000000			Default			
Mesotoga prima	1	Mesotoga prima MesG1.Ag.4.2	NC_017934	CP003532	NC_017935	CP003533	Default		22798451	
Metallosphaera cuprina	1	Metallosphaera cuprina Ar-4	NC_015435	CP002656			COM		21551305	
Metallosphaera sedula	1	Metallosphaera sedula DSM 5348	NC_009440	CP000682			COM		18083856	
Metallosphaera yellowstonensis	1	Metallosphaera yellowstonensis MK1	NZ_AHKJ00000000	AHKJ00000000			Default			
Metascardovia criceti	1	Metascardovia criceti DSM 17774	NZ_AQXR00000000	AQXR00000000			Default			
Methanobacterium formicicum	1	Methanobacterium formicicum DSM 3637	NZ_AMPO00000000	AMPO00000000			Default			
Methanobacterium	4	Methanobacterium sp. AL-21	NC_015216	CP002551			COM			
Methanobacterium	4	Methanobacterium sp. SWAN-1	NC_015574	CP002772			COM			
	0	Methanobrevibacter boviskoreani JH1					Default			
Methanobrevibacter ruminantium	1	Methanobrevibacter ruminantium M1	NC_013790	CP001719			COM		20126622	
Methanobrevibacter smithii	23	Methanobrevibacter smithii ATCC 35061	NC_009515	CP000678			COM		17563350	
Methanobrevibacter	2	Methanobrevibacter sp. AbM4	NC_021355	CP004050			Default			
Methanocaldococcus fervens	1	Methanocaldococcus fervens AG86	NC_013156	CP001696	NC_013157	CP001697	COM			
Methanocaldococcus infernus	1	Methanocaldococcus infernus ME	NC_014122	CP002009			COM			
Methanocaldococcus jannaschii	1	Methanocaldococcus jannaschii DSM 2661	NC_000909	L77117	NC_001732 ... (2)	L77118 ... (2)	COM		8688087	
Methanocaldococcus	1	Methanocaldococcus sp. FS406-22	NC_013887	CP001901	NC_013888	CP001902	COM			
Methanocaldococcus villosus	2	Methanocaldococcus villosus KIN24-T80	NZ_AQUK00000000	AQUK00000000			Default			
Methanocaldococcus vulcanius	1	Methanocaldococcus vulcanius M7	NC_013407	CP001787	NC_013408 ... (2)	CP001788 ... (2)	COM			
Methanocella arvoryzae	1	Methanocella arvoryzae MRE50	NC_009464	AM114193			COM		16857943	
Methanocella conradii	1	Methanocella conradii HZ254	NC_017034	CP003243			Default		22493204,22530002	
Methanocella paludicola	1	Methanocella paludicola SANAE	NC_013665	AP011532			COM		17483259,18398197	
Methanococcoides burtonii	1	Methanococcoides burtonii DSM 6242	NC_007955	CP000300			COM			
Methanococcus aeolicus	1	Methanococcus aeolicus Nankai-3	NC_009635	CP000743			COM			
Methanococcus maripaludis	5	Methanococcus maripaludis S2	NC_005791	BX950229			COM		15466049	
Methanococcus vannielii	1	Methanococcus vannielii SB	NC_009634	CP000742			COM			
Methanococcus voltae	1	Methanococcus voltae A3	NC_014222	CP002057			COM			
Methanocorpusculum labreanum	1	Methanocorpusculum labreanum Z	NC_008942	CP000559			COM		21304657	
Methanoculleus marisnigri	1	Methanoculleus marisnigri JR1	NC_009051	CP000562			COM		21304656	
Methanofollis liminatans	1	Methanofollis liminatans DSM 4140	NZ_AGCO00000000,NZ_CM001555	AGCO00000000,CM001555			Default			
Methanohalobium evestigatum	1	Methanohalobium evestigatum Z-7303	NC_014253	CP002069	NC_014254	CP002070	COM			
Methanohalophilus mahii	1	Methanohalophilus mahii DSM 5219	NC_014002	CP001994			COM			
	0	Methanolinea tarda NOBI-1		AGIY00000000			Default			
Methanolobus psychrophilus	1	Methanolobus psychrophilus R15	NC_018876	CP003083			Default		23760934	
Methanolobus tindarius	1	Methanolobus tindarius DSM 2278	NZ_AZAJ00000000	AZAJ00000000			Default			
Methanomassiliicoccus luminyensis	1	Methanomassiliicoccus luminyensis B10	NZ_CAJE00000000	CAJE00000000			Default			
Methanomethylovorans hollandica	1	Methanomethylovorans hollandica DSM 15978	NC_019977	CP003362	NC_019972	CP003363	Default			
Methanoplanus limicola	1	Methanoplanus limicola DSM 2279	NZ_AHKP00000000,NZ_CM001436	AHKP00000000,CM001436			Default			
Methanoplanus petrolearius	1	Methanoplanus petrolearius DSM 11571	NC_014507	CP002117			COM		21304750	
Methanopyrus kandleri	1	Methanopyrus kandleri AV19	NC_003551	AE009439			COM		11930014	
Methanoregula boonei	1	Methanoregula boonei 6A8	NC_009712	CP000780			COM			
Methanoregula formicica	1	Methanoregula formicica SMSP	NC_019943	CP003167			Default			
Methanosaeta concilii	1	Methanosaeta concilii GP6	NC_015416	CP002565	NC_015430	CP002566	COM		21571998	
Methanosaeta harundinacea	1	Methanosaeta harundinacea 6Ac	NC_017527	CP003117	NC_016637	CP003118	Default		22590603	
Methanosaeta thermophila	1	Methanosaeta thermophila PT	NC_008553	CP000477			COM			
Methanosalsum zhilinae	1	Methanosalsum zhilinae DSM 4017	NC_015676	CP002101			COM			
Methanosarcina acetivorans	1	Methanosarcina acetivorans C2A	NC_003552	AE010299			COM		11932238	
Methanosarcina barkeri	1	Methanosarcina barkeri str. Fusaro	NC_007355	CP000099	NC_007349	CP000098	PRT/COM			
Methanosarcina mazei	2	Methanosarcina mazei Go1	NC_003901	AE008384			COM		12125824	
Methanosphaera stadtmanae	1	Methanosphaera stadtmanae DSM 3091	NC_007681	CP000102			COM		16385054	
Methanosphaerula palustris	1	Methanosphaerula palustris E1-9c	NC_011832	CP001338			COM			
Methanospirillum hungatei	1	Methanospirillum hungatei JF-1	NC_007796	CP000254			PRT/COM			
Methanothermobacter marburgensis	1	Methanothermobacter marburgensis str. Marburg	NC_014408	CP001710	NC_014409	CP001711	COM		20802048	
Methanothermobacter thermautotrophicus	1	Methanothermobacter thermautotrophicus str. Delta H	NC_000916	AE000666			COM		9371463	
Methanothermococcus okinawensis	1	Methanothermococcus okinawensis IH1	NC_015636	CP002792	NC_015632	CP002793	COM			
Methanothermococcus thermolithotrophicus	1	Methanothermococcus thermolithotrophicus DSM 2095	NZ_AQXV00000000	AQXV00000000			Default			
Methanothermus fervidus	1	Methanothermus fervidus DSM 2088	NC_014658	CP002278			COM		21304736	
Methanotorris formicicus	1	Methanotorris formicicus Mc-S-70	NZ_AGJL00000000	AGJL00000000			Default			
Methanotorris igneus	1	Methanotorris igneus Kol 5	NC_015562	CP002737			COM			
Methylacidiphilum fumariolicum	1	Methylacidiphilum fumariolicum	NZ_CAHT00000000	CAHT00000000			Default			
Methylacidiphilum infernorum	1	Methylacidiphilum infernorum V4	NC_010794	CP000975			COM		18593465	
Methylibium petroleiphilum	1	Methylibium petroleiphilum PM1	NC_008825	CP000555	NC_008826	CP000556	COM		17158667	
Methylobacillus flagellatus	1	Methylobacillus flagellatus KT	NC_007947	CP000284			COM			
Methylobacter marinus	1	Methylobacter marinus A45	NZ_ARVS00000000	ARVS00000000			Default			
	0	Methylobacter sp. UW 659-2-H10					Default			
Methylobacter tundripaludum	1	Methylobacter tundripaludum SV96	NZ_AEGW00000000	AEGW00000000			Default			
Methylobacterium extorquens	7	Methylobacterium extorquens CM4	NC_011757	CP001298	NC_011758 ... (2)	CP001299 ... (2)	COM		22887658	
Methylobacterium extorquens	7	Methylobacterium extorquens PA1	NC_010172	CP000908			COM			
Methylobacterium mesophilicum	1	Methylobacterium mesophilicum SR1.6/6	NZ_ANPA00000000	ANPA00000000			Default			
Methylobacterium nodulans	1	Methylobacterium nodulans ORS 2060	NC_011894	CP001349	NC_011887 ... (7)	CP001350 ... (7)	COM			
Methylobacterium populi	1	Methylobacterium populi BJ001	NC_010725	CP001029	NC_010721 ... (2)	CP001030 ... (2)	COM			
Methylobacterium radiotolerans	1	Methylobacterium radiotolerans JCM 2831	NC_010505	CP001001	NC_010502 ... (8)	CP001002 ... (8)	COM			
Methylobacterium	14	Methylobacterium sp. 4-46	NC_010511	CP000943	NC_010373 ... (2)	CP000944 ... (2)	COM			
Methylocella silvestris	1	Methylocella silvestris BL2	NC_011666	CP001280			COM		20472789	
Methylococcus capsulatus	3	Methylococcus capsulatus str. Bath	NC_002977	AE017282			COM		15383840	
Methylocystis parvus	1	Methylocystis parvus OBBP	NZ_AJTV00000000	AJTV00000000			Default			
Methylocystis rosea	1	Methylocystis rosea SV97	NZ_ARCT00000000	ARCT00000000			Default			
Methylocystis	3	Methylocystis sp. SC2	NC_018485	HE956757			Default		23045511	
Methyloferula stellata	1	Methyloferula stellata AR4	NZ_ARWA00000000	ARWA00000000			Default			
Methyloglobulus morosus	1	Methyloglobulus morosus KoM1	NZ_AYLO00000000	AYLO00000000			Default			
